03:13:43.547 >> responsesCount.size(): 0
03:13:43.550 NEW:0 >> Node UUID is: ebbc51e1-53fb-45eb-b13e-f469138eae28
03:13:43.550 NEW:0 >> Local address is: 169.254.193.255
03:13:43.593 FLW:1 >> S_NEW => S_FLW >> Timeout achieved
03:13:43.694 FLW:1 >> New node with UUID ef7fa2c9-544b-42ac-b6ab-6f092de3a025 and IP 169.254.193.255 was discovered
03:13:43.727 FLW:1 >> New node with UUID a5abb75c-1127-482d-8951-2ed8a25b0211 and IP 169.254.193.255 was discovered
03:13:43.996 FLW:1 >> New node with UUID 09f2524d-2429-44b4-8d8f-12ed7e671070 and IP 169.254.193.255 was discovered
03:13:44.005 FLW:1 >> New node with UUID 217825cb-55b4-4446-b4e9-23a9fc004d4f and IP 169.254.193.255 was discovered
03:47:29.882 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:29.932 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:29.982 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.032 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.082 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.133 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.183 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.232 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.282 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.332 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.382 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.432 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.482 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.532 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.582 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.634 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.682 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.732 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.782 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.832 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.882 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.932 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:30.982 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.032 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.082 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.132 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.182 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.232 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.282 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.333 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.382 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.432 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.482 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.532 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.582 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.634 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.682 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.732 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.782 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.832 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.882 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.932 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:31.982 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.032 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.082 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.132 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.182 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.233 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.283 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.332 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.382 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.432 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.482 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.532 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.582 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.632 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.682 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.732 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.782 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.832 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.882 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.932 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:32.982 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.033 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.082 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.132 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.182 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.232 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.282 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.332 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.382 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.432 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.482 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.532 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.582 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.632 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.682 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.732 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.782 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.833 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.882 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.932 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:33.982 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.033 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.082 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.132 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.182 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.232 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.283 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.332 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.382 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.432 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.482 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.533 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.582 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.632 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.682 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.732 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.782 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.832 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.882 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.932 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:34.982 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.032 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.082 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.132 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.182 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.232 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.282 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.332 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.382 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.432 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.482 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.532 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.582 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.632 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.682 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.732 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.782 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.832 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.882 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.932 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:35.982 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.032 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.082 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.132 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.182 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.232 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.282 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.332 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.382 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.432 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.482 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.532 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.582 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.632 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.683 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.732 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.782 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.832 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.882 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.932 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:36.982 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.032 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.082 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.132 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.182 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.232 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.283 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.332 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.382 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.432 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.482 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.532 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.582 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.632 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.682 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.732 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.783 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.833 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.882 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.932 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:37.982 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.033 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.082 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.132 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.182 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.233 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.282 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.332 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.382 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.432 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.482 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.532 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.582 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.632 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.685 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.735 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.785 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.835 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.885 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.935 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:38.985 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.035 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.085 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.135 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.185 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.235 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.286 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.339 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.385 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.435 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.486 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.535 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.585 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.635 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.685 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.735 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.785 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.836 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.885 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.935 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:39.985 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.035 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.085 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.135 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.185 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.235 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.285 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.335 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.385 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.435 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.485 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.538 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.588 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.638 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.688 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.738 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.788 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.838 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.888 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.938 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:40.988 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:41.038 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:41.088 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:41.138 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:41.188 FLW:363 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #363
03:47:41.228 FLW:364 >> S_FLW => S_FLW >> Election request from the higher term #364.
03:47:41.231 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.233 FLW:364 >> It took 1 consecutive elections to achieve consensus.
03:47:41.280 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.331 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.381 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.431 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.482 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.532 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.582 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.637 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.682 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.732 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.782 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.833 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.882 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.932 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:41.982 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.032 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.082 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.132 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.182 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.232 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.282 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.332 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.383 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.432 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.482 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.532 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.582 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.632 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.682 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.732 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.783 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.834 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.883 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.933 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:42.983 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.033 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.083 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.133 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.183 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.233 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.283 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.333 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.383 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.433 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.485 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.533 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.585 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.635 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.686 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.733 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.783 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.833 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.883 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.933 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:43.983 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:44.033 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:44.083 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:44.133 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:44.183 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:44.233 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:44.283 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:44.333 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:44.384 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:44.433 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
03:47:44.483 FLW:364 >> S_FLW => S_FLW >> Heartbeat: Leader with the same term #364
